symbol,name,price,marketCap,volume,industry
CI,The Cigna Group Common Stock,282.905,74754954692.0,96547,Health Care
ROST,Ross Stores Inc. Common Stock,233.14,74477298065.0,83582,Consumer Discretionary
TGT,Target Corporation Common Stock,163.8,74413805357.0,226892,Consumer Discretionary
NSC,Norfolk Southern Corporation Common Stock,330.46,74224082942.0,29856,Industrials
NOC,Northrop Grumman Corporation Common Stock,521.22,74046090412.0,35444,Industrials
ET,Energy Transfer LP Common Units ,21.265,73221766015.0,540535,Utilities
BE,Bloom Energy Corporation Class A Common Stock,245.58,72330025631.0,3262870,Energy
CL,Colgate-Palmolive Company Common Stock,90.035,71773455659.0,275996,Consumer Discretionary
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,28.305,71065457303.0,1139887,Telecommunications
HPE,Hewlett Packard Enterprise Company Common Stock,53.6632,71060998388.0,5151585,Technology
RCL,Royal Caribbean Cruises Ltd. Common Stock,265.56,71024575427.0,170954,Consumer Discretionary
HLT,Hilton Worldwide Holdings Inc. Common Stock ,314.405,70761533029.0,96587,Consumer Discretionary
ORLY,O'Reilly Automotive Inc. Common Stock,87.11,70468574591.0,248027,Consumer Discretionary
DLR,Digital Realty Trust Inc. Common Stock,188.38,69707414835.0,108313,Real Estate
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,113.56,69553742318.0,228973,Consumer Discretionary
KMI,Kinder Morgan Inc. Common Stock,31.22,69520761219.0,825250,Utilities
AON,Aon plc Class A Ordinary Shares (Ireland),325.96,69144406467.0,117295,Finance
BSX,Boston Scientific Corporation Common Stock,47.62,69012310028.0,1759563,Health Care
SPG,Simon Property Group Inc. Common Stock,212.315,68694839907.0,31938,Real Estate
RSG,Republic Services Inc. Common Stock,223.34,68389606507.0,51487,Utilities
AEP,American Electric Power Company Inc. Common Stock,124.88,67984341318.0,377022,Utilities
AJG,Arthur J. Gallagher & Co. Common Stock,263.38,67504294000.0,103623,Finance
APD,Air Products and Chemicals Inc. Common Stock,301.82,67210946665.0,28482,Basic Materials
BRKRP,Bruker Corporation 6.375% Mandatory Convertible Preferred Stock Series A,438.0,66733380408.0,12,Industrials
PCAR,PACCAR Inc. Common Stock,125.98,66311456779.0,127443,Industrials
ALL,Allstate Corporation (The) Common Stock,261.03,66003510689.0,77284,Finance
HON,Honeywell International Inc. Common Stock,207.645,65811008376.0,140097,Industrials
TDG,Transdigm Group Incorporated Common Stock,1153.21,63745441395.0,7673,Industrials
COR,Cencora Inc. Common Stock,333.58,63656125701.0,68842,Health Care
TFC,Truist Financial Corporation Common Stock,51.485,62895424289.0,311342,Finance
